platform;lock;workload;threads;cs_work;read_pct;total_ops;read_ops;write_ops;ops_s;ns_op;fairness_min;fairness_max;fairness_ratio
intel;ttas;mutex;4;500;100;6059048;0;6059048;2019426,000000;495,189997;266236,000000;3781975,000000;0,070396
intel;ttas;mutex;4;500;100;5963023;0;5963023;1987410,000000;503,167250;418587,000000;2562942,000000;0,163323
intel;ttas;mutex;4;500;100;5715006;0;5715006;1904736,000000;525,006918;335014,000000;3631879,000000;0,092243
intel;ttas;mutex;4;1000;100;5287526;0;5287526;1762292,000000;567,442682;420476,000000;2099340,000000;0,200290
intel;ttas;mutex;4;1000;100;5349323;0;5349323;1782901,000000;560,883525;575190,000000;2075916,000000;0,277078
intel;ttas;mutex;4;1000;100;5576912;0;5576912;1858783,000000;537,986292;554075,000000;1987606,000000;0,278765
intel;ttas;mutex;4;1000;100;5350699;0;5350699;1783356,000000;560,740446;555386,000000;2029228,000000;0,273693
intel;ttas;mutex;4;1000;100;5531401;0;5531401;1843559,000000;542,428994;371752,000000;3178669,000000;0,116952
intel;ttas;mutex;4;5000;100;1617602;0;1617602;539135,000000;1854,822759;243086,000000;484838,000000;0,501376
intel;ttas;mutex;4;5000;100;1631795;0;1631795;543861,000000;1838,701975;255963,000000;538063,000000;0,475712
intel;ttas;mutex;4;5000;100;1614941;0;1614941;538267,000000;1857,811676;102255,000000;915905,000000;0,111644
intel;ttas;mutex;4;5000;100;1627624;0;1627624;542477,000000;1843,393756;88367,000000;917771,000000;0,096284
intel;ttas;mutex;4;5000;100;1663016;0;1663016;554272,000000;1804,167151;127840,000000;676706,000000;0,188915
