arch;lock;dist;zipf_theta;threads;buckets;key_range;read_pct;insert_pct;delete_pct;n;ops_s_median;ops_s_mean;ops_s_p25;ops_s_p75;ops_s_min;ops_s_max;ops_s_cov_pct;ns_op_median;ns_op_mean;ns_op_p25;ns_op_p75;ns_op_min;ns_op_max;ns_op_cov_pct;fairness_ratio_median;fairness_ratio_mean;fairness_ratio_p25;fairness_ratio_p75;fairness_ratio_min;fairness_ratio_max;fairness_ratio_cov_pct
arm64;wh-ttas;zipfian;0,990000;11;65536;100000;50;25;25;1;1,99441e+07;1,99441e+07;1,99441e+07;1,99441e+07;1,99441e+07;1,99441e+07;;50,1401;50,1401;50,1401;50,1401;50,1401;50,1401;;0,941203;0,941203;0,941203;0,941203;0,941203;0,941203;
arm64;wh-ttas;zipfian;0,990000;11;65536;100000;95;2;3;1;5,51949e+07;5,51949e+07;5,51949e+07;5,51949e+07;5,51949e+07;5,51949e+07;;18,1176;18,1176;18,1176;18,1176;18,1176;18,1176;;0,770752;0,770752;0,770752;0,770752;0,770752;0,770752;
arm64;wh-ttas;zipfian;0,990000;2;65536;1000;50;25;25;1;1,8169e+07;1,8169e+07;1,8169e+07;1,8169e+07;1,8169e+07;1,8169e+07;;55,0387;55,0387;55,0387;55,0387;55,0387;55,0387;;0,996617;0,996617;0,996617;0,996617;0,996617;0,996617;
arm64;wh-ttas;zipfian;0,990000;2;65536;1000;95;2;3;1;2,39439e+07;2,39439e+07;2,39439e+07;2,39439e+07;2,39439e+07;2,39439e+07;;41,7643;41,7643;41,7643;41,7643;41,7643;41,7643;;0,998669;0,998669;0,998669;0,998669;0,998669;0,998669;
arm64;wh-ttas;zipfian;0,990000;2;65536;100000;50;25;25;1;1,12287e+07;1,12287e+07;1,12287e+07;1,12287e+07;1,12287e+07;1,12287e+07;;89,0578;89,0578;89,0578;89,0578;89,0578;89,0578;;0,998874;0,998874;0,998874;0,998874;0,998874;0,998874;
arm64;wh-ttas;zipfian;0,990000;2;65536;100000;95;2;3;1;2,15025e+07;2,15025e+07;2,15025e+07;2,15025e+07;2,15025e+07;2,15025e+07;;46,5063;46,5063;46,5063;46,5063;46,5063;46,5063;;0,99795;0,99795;0,99795;0,99795;0,99795;0,99795;
arm64;wh-ttas;zipfian;0,990000;4;65536;1000;50;25;25;1;2,88729e+07;2,88729e+07;2,88729e+07;2,88729e+07;2,88729e+07;2,88729e+07;;34,6346;34,6346;34,6346;34,6346;34,6346;34,6346;;0,995781;0,995781;0,995781;0,995781;0,995781;0,995781;
arm64;wh-ttas;zipfian;0,990000;4;65536;1000;95;2;3;1;3,75221e+07;3,75221e+07;3,75221e+07;3,75221e+07;3,75221e+07;3,75221e+07;;26,651;26,651;26,651;26,651;26,651;26,651;;0,993518;0,993518;0,993518;0,993518;0,993518;0,993518;
arm64;wh-ttas;zipfian;0,990000;4;65536;100000;50;25;25;1;1,83128e+07;1,83128e+07;1,83128e+07;1,83128e+07;1,83128e+07;1,83128e+07;;54,6067;54,6067;54,6067;54,6067;54,6067;54,6067;;0,958643;0,958643;0,958643;0,958643;0,958643;0,958643;
arm64;wh-ttas;zipfian;0,990000;4;65536;100000;95;2;3;1;4,23911e+07;4,23911e+07;4,23911e+07;4,23911e+07;4,23911e+07;4,23911e+07;;23,5899;23,5899;23,5899;23,5899;23,5899;23,5899;;0,935338;0,935338;0,935338;0,935338;0,935338;0,935338;
arm64;wh-ttas;zipfian;0,990000;8;65536;1000;50;25;25;1;1,5001e+07;1,5001e+07;1,5001e+07;1,5001e+07;1,5001e+07;1,5001e+07;;66,662;66,662;66,662;66,662;66,662;66,662;;0,996195;0,996195;0,996195;0,996195;0,996195;0,996195;
arm64;wh-ttas;zipfian;0,990000;8;65536;1000;95;2;3;1;1,43765e+07;1,43765e+07;1,43765e+07;1,43765e+07;1,43765e+07;1,43765e+07;;69,558;69,558;69,558;69,558;69,558;69,558;;0,990563;0,990563;0,990563;0,990563;0,990563;0,990563;
arm64;wh-ttas;zipfian;0,990000;8;65536;100000;50;25;25;1;1,86846e+07;1,86846e+07;1,86846e+07;1,86846e+07;1,86846e+07;1,86846e+07;;53,52;53,52;53,52;53,52;53,52;53,52;;0,931796;0,931796;0,931796;0,931796;0,931796;0,931796;
arm64;wh-ttas;zipfian;0,990000;8;65536;100000;95;2;3;1;5,34186e+07;5,34186e+07;5,34186e+07;5,34186e+07;5,34186e+07;5,34186e+07;;18,7201;18,7201;18,7201;18,7201;18,7201;18,7201;;0,882977;0,882977;0,882977;0,882977;0,882977;0,882977;
arm64;wh-ttas;zipfian;1,200000;1;65536;1000;95;2;3;1;1,38331e+07;1,38331e+07;1,38331e+07;1,38331e+07;1,38331e+07;1,38331e+07;;72,2904;72,2904;72,2904;72,2904;72,2904;72,2904;;1;1;1;1;1;1;
arm64;wh-ttas;zipfian;1,200000;11;65536;1000;95;2;3;1;6,70079e+06;6,70079e+06;6,70079e+06;6,70079e+06;6,70079e+06;6,70079e+06;;149,236;149,236;149,236;149,236;149,236;149,236;;0,913546;0,913546;0,913546;0,913546;0,913546;0,913546;
arm64;wh-ttas;zipfian;1,200000;2;65536;1000;95;2;3;1;2,39216e+07;2,39216e+07;2,39216e+07;2,39216e+07;2,39216e+07;2,39216e+07;;41,8033;41,8033;41,8033;41,8033;41,8033;41,8033;;0,998149;0,998149;0,998149;0,998149;0,998149;0,998149;
arm64;wh-ttas;zipfian;1,200000;4;65536;1000;95;2;3;1;3,54614e+07;3,54614e+07;3,54614e+07;3,54614e+07;3,54614e+07;3,54614e+07;;28,1997;28,1997;28,1997;28,1997;28,1997;28,1997;;0,997527;0,997527;0,997527;0,997527;0,997527;0,997527;
arm64;wh-ttas;zipfian;1,200000;8;65536;1000;95;2;3;1;1,13032e+07;1,13032e+07;1,13032e+07;1,13032e+07;1,13032e+07;1,13032e+07;;88,4706;88,4706;88,4706;88,4706;88,4706;88,4706;;0,963416;0,963416;0,963416;0,963416;0,963416;0,963416;
